trial,weeks,pubID,cottrell_focused_v_common_score,is_spr
G001,4,PubID_005,1.0,True
G001,4,PubID_005,1.0,True
G001,4,PubID_005,1.0,True
G001,4,PubID_005,1.0,True
G001,4,PubID_005,1.0,True
G001,4,PubID_005,1.0,True
G001,4,PubID_005,1.0,True
G001,4,PubID_005,1.0,True
G001,4,PubID_005,1.0,True
G001,4,PubID_005,1.0,True
G001,4,PubID_005,1.0,True
G001,4,PubID_005,1.0,True
G001,4,PubID_005,1.0,True
G001,4,PubID_005,1.0,True
G001,4,PubID_005,2.0,False
G001,4,PubID_005,0.0,False
G001,4,PubID_005,1.0,False
G001,4,PubID_005,1.0,False
G001,4,PubID_005,1.0,False
G001,4,PubID_005,1.0,False
G001,4,PubID_005,1.0,False
G001,4,PubID_009,2.0,False
G001,4,PubID_009,0.0,False
G001,4,PubID_009,0.0,False
G001,4,PubID_009,0.0,False
G001,4,PubID_009,3.0,False
G001,4,PubID_009,0.0,False
G001,4,PubID_009,0.0,False
G001,4,PubID_009,1.0,False
G001,4,PubID_009,3.0,False
G001,4,PubID_009,0.0,False
G001,4,PubID_014,1.0,True
G001,4,PubID_014,1.0,True
G001,4,PubID_014,1.0,True
G001,4,PubID_014,1.0,True
G001,4,PubID_014,1.0,True
G001,4,PubID_014,1.0,True
G001,4,PubID_014,1.0,True
G001,4,PubID_014,1.0,True
G001,4,PubID_014,1.0,True
G001,4,PubID_014,1.0,True
G001,4,PubID_014,1.0,True
G001,4,PubID_014,1.0,True
G001,4,PubID_014,1.0,True
G001,4,PubID_014,1.0,True
G001,4,PubID_014,1.0,True
G001,4,PubID_014,1.0,True
G001,4,PubID_014,1.0,False
G001,4,PubID_014,1.0,False
G001,4,PubID_014,1.0,False
G001,4,PubID_023,3.0,True
G001,4,PubID_023,3.0,True
G001,4,PubID_023,3.0,True
G001,4,PubID_023,3.0,True
G001,4,PubID_023,3.0,True
G001,4,PubID_023,3.0,True
G001,4,PubID_023,3.0,True
G001,4,PubID_023,3.0,True
G001,4,PubID_023,0.0,True
G001,4,PubID_023,0.0,True
G001,4,PubID_023,0.0,True
G001,4,PubID_023,0.0,True
G001,4,PubID_023,0.0,True
G001,4,PubID_023,0.0,True
G001,4,PubID_023,0.0,True
G001,4,PubID_023,0.0,True
G001,4,PubID_023,2.0,False
G001,4,PubID_023,1.0,False
G001,4,PubID_023,3.0,False
G001,4,PubID_023,1.0,False
G001,4,PubID_023,0.0,False
G001,4,PubID_032,1.0,False
G001,4,PubID_032,0.0,False
G001,4,PubID_032,0.0,False
G001,4,PubID_032,1.0,False
G001,4,PubID_032,0.0,False
G001,4,PubID_032,0.0,False
G001,4,PubID_032,0.0,False
G001,4,PubID_032,2.0,False
G001,4,PubID_032,1.0,False
G001,4,PubID_032,1.0,False
G001,4,PubID_032,1.0,False
G001,4,PubID_032,0.0,False
G001,4,PubID_032,1.0,False
G001,4,PubID_032,0.0,False
G001,4,PubID_032,1.0,False
G001,4,PubID_032,0.0,False
G001,4,PubID_032,1.0,False
G001,4,PubID_032,0.0,False
G001,4,PubID_032,0.0,False
G001,4,PubID_032,0.0,False
G001,4,PubID_032,0.0,False
G001,4,PubID_032,0.0,False
G001,4,PubID_032,0.0,False
G001,4,PubID_032,2.0,False
G001,4,PubID_032,0.0,False
G001,4,PubID_032,0.0,False
G001,4,PubID_032,0.0,False
G001,4,PubID_032,0.0,False
G001,4,PubID_032,1.0,False
G001,4,PubID_032,0.0,False
G001,4,PubID_032,2.0,False
G001,4,PubID_032,0.0,False
G001,4,PubID_032,0.0,False
G001,4,PubID_032,0.0,False
G001,4,PubID_032,1.0,False
G001,4,PubID_032,1.0,False
G001,4,PubID_032,0.0,False
G001,4,PubID_032,2.0,False
G001,4,PubID_032,0.0,False
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,2.0,True
G001,4,PubID_036,2.0,True
G001,4,PubID_036,2.0,True
G001,4,PubID_036,2.0,True
G001,4,PubID_036,2.0,True
G001,4,PubID_036,2.0,True
G001,4,PubID_036,2.0,True
G001,4,PubID_036,2.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,1.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,0.0,True
G001,4,PubID_036,1.0,False
G001,4,PubID_036,0.0,False
G001,4,PubID_036,2.0,False
G001,4,PubID_036,1.0,False
G001,4,PubID_036,1.0,False
G001,4,PubID_036,1.0,False
G001,4,PubID_036,0.0,False
G001,4,PubID_036,0.0,False
G001,4,PubID_036,0.0,False
G001,4,PubID_036,0.0,False
G001,4,PubID_036,1.0,False
G001,4,PubID_036,0.0,False
G001,4,PubID_046,0.0,True
G001,4,PubID_046,0.0,True
G001,4,PubID_046,0.0,True
G001,4,PubID_046,0.0,True
G001,4,PubID_046,0.0,True
G001,4,PubID_046,0.0,True
G001,4,PubID_046,0.0,True
G001,4,PubID_046,0.0,True
G001,4,PubID_046,1.0,True
G001,4,PubID_046,1.0,True
G001,4,PubID_046,1.0,True
G001,4,PubID_046,1.0,True
G001,4,PubID_046,1.0,True
G001,4,PubID_046,1.0,True
G001,4,PubID_046,1.0,True
G001,4,PubID_046,1.0,True
G001,4,PubID_046,1.0,False
G001,4,PubID_046,0.0,False
G001,4,PubID_046,0.0,False
G001,4,PubID_046,1.0,False
G001,4,PubID_046,1.0,False
G001,4,PubID_046,0.0,False
G001,4,PubID_046,1.0,False
G001,4,PubID_047,3.0,True
G001,4,PubID_047,3.0,True
G001,4,PubID_047,3.0,True
G001,4,PubID_047,3.0,True
G001,4,PubID_047,3.0,True
G001,4,PubID_047,3.0,True
G001,4,PubID_047,3.0,True
G001,4,PubID_047,0.0,True
G001,4,PubID_047,0.0,True
G001,4,PubID_047,0.0,True
G001,4,PubID_047,0.0,True
G001,4,PubID_047,0.0,True
G001,4,PubID_047,0.0,True
G001,4,PubID_047,0.0,True
G001,4,PubID_047,0.0,True
G001,4,PubID_047,0.0,False
G001,4,PubID_047,0.0,False
G001,4,PubID_047,0.0,False
G001,4,PubID_047,0.0,False
G001,4,PubID_047,1.0,False
G001,4,PubID_047,3.0,False
G001,4,PubID_047,0.0,False
G001,4,PubID_051,1.0,True
G001,4,PubID_051,1.0,True
G001,4,PubID_051,1.0,True
G001,4,PubID_051,1.0,True
G001,4,PubID_051,1.0,True
G001,4,PubID_051,1.0,True
G001,4,PubID_051,1.0,True
G001,4,PubID_051,1.0,True
G001,4,PubID_051,1.0,True
G001,4,PubID_051,1.0,True
G001,4,PubID_051,1.0,True
G001,4,PubID_051,1.0,False
G001,4,PubID_051,1.0,False
G001,4,PubID_051,1.0,False
G001,4,PubID_051,1.0,False
G001,4,PubID_056,1.0,True
G001,4,PubID_056,1.0,True
G001,4,PubID_056,1.0,True
G001,4,PubID_056,1.0,True
G001,4,PubID_056,1.0,True
G001,4,PubID_056,1.0,True
G001,4,PubID_056,1.0,True
G001,4,PubID_056,1.0,True
G001,4,PubID_056,1.0,True
G001,4,PubID_056,1.0,True
G001,4,PubID_056,1.0,True
G001,4,PubID_056,1.0,True
G001,4,PubID_056,1.0,True
G001,4,PubID_056,1.0,True
G001,4,PubID_056,1.0,True
G001,4,PubID_056,1.0,False
G001,4,PubID_056,1.0,False
G001,4,PubID_056,1.0,False
G001,4,PubID_060,1.0,False
G001,4,PubID_060,1.0,False
G001,4,PubID_060,0.0,False
G001,4,PubID_060,1.0,False
G001,4,PubID_060,0.0,False
G001,4,PubID_060,1.0,False
G001,4,PubID_060,0.0,False
G001,4,PubID_060,0.0,False
G001,4,PubID_060,1.0,False
G001,4,PubID_060,1.0,False
G001,4,PubID_060,1.0,False
G001,4,PubID_060,1.0,False
G001,4,PubID_060,1.0,False
G001,4,PubID_060,1.0,False
G001,4,PubID_060,0.0,False
G001,4,PubID_060,0.0,False
G001,4,PubID_060,1.0,False
G001,4,PubID_060,1.0,False
G001,4,PubID_060,1.0,False
G001,4,PubID_060,1.0,False
G001,4,PubID_060,1.0,False
G001,4,PubID_060,1.0,False
G001,4,PubID_060,1.0,False
G001,4,PubID_060,1.0,False
G001,4,PubID_060,1.0,False
G001,4,PubID_060,0.0,False
G001,4,PubID_060,0.0,False
G001,4,PubID_060,1.0,False
G001,4,PubID_060,0.0,False
G001,4,PubID_060,1.0,False
G001,4,PubID_060,0.0,False
G001,4,PubID_060,1.0,False
G001,4,PubID_060,1.0,False
G001,4,PubID_060,1.0,False
G001,4,PubID_062,1.0,False
G001,4,PubID_062,1.0,False
G001,4,PubID_062,1.0,False
G001,4,PubID_064,2.0,False
G001,4,PubID_064,2.0,False
G001,4,PubID_064,0.0,False
G001,4,PubID_064,1.0,False
G001,4,PubID_064,1.0,False
G001,4,PubID_064,0.0,False
G001,4,PubID_064,1.0,False
G001,4,PubID_064,1.0,False
G001,4,PubID_064,3.0,False
G001,4,PubID_064,1.0,False
G001,4,PubID_064,0.0,False
G001,4,PubID_064,0.0,False
G001,4,PubID_064,0.0,False
G001,4,PubID_064,0.0,False
G001,4,PubID_064,2.0,False
G001,4,PubID_064,1.0,False
G001,4,PubID_064,1.0,False
G001,4,PubID_064,0.0,False
G001,4,PubID_064,1.0,False
G001,4,PubID_064,0.0,False
G001,4,PubID_064,0.0,False
G001,4,PubID_064,0.0,False
G001,4,PubID_064,0.0,False
G001,4,PubID_064,1.0,False
G001,4,PubID_064,1.0,False
G001,4,PubID_064,2.0,False
G001,4,PubID_064,0.0,False
G001,4,PubID_064,1.0,False
G001,4,PubID_064,1.0,False
G001,4,PubID_064,2.0,False
G001,4,PubID_064,0.0,False
G001,4,PubID_064,0.0,False
G001,4,PubID_068,0.0,False
G001,4,PubID_068,0.0,False
G001,4,PubID_068,1.0,False
G001,4,PubID_068,0.0,False
