weeks,isotype,frequency
-5,IGHG1,1.0
8,IGHG1,0.8849206349206349
8,IGHG3,0.0667989417989418
8,IGHG2,0.03505291005291005
8,IGHG4,0.013227513227513227
10,IGHG1,0.8504566210045662
10,IGHG3,0.08105022831050228
10,IGHG2,0.0547945205479452
10,IGHG4,0.0136986301369863
16,IGHG1,0.8342177881553811
16,IGHG3,0.10210146465718531
16,IGHG2,0.04096794735724899
16,IGHG4,0.022712799830184673
21,IGHG1,0.8491215983465381
21,IGHG3,0.06407165001722356
21,IGHG2,0.04684808818463658
21,IGHG4,0.03995866345160179
