pseudogroup,pubID,weeks,cluster,cluster_size
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_14_7_True_G002-931_12,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_14_7_True_G002-931_3,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_14_7_True_G002-931_5,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_14_7_True_G002-931_6,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_14_7_True_G002-931_7,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-931_0,2
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-931_1,3
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-931_10,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-931_2,2
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-931_20,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-931_21,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-931_23,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-931_24,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-931_25,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-931_27,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-931_28,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-931_29,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-931_3,5
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-931_32,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-931_33,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-931_35,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-931_36,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-931_37,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-931_38,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-931_39,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-931_4,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-931_6,2
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-931_8,2
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-931_10,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-931_12,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-931_14,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-931_15,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-931_19,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-931_2,2
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-931_21,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-931_22,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-931_23,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-931_24,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-931_25,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-931_26,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-931_3,5
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-931_4,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-931_8,3
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-931_11,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-931_13,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-931_15,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-931_16,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-931_17,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-931_18,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-931_19,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-931_2,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-931_20,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-931_21,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-931_22,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-931_23,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-931_9,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-931_0,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-931_1,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-931_10,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-931_11,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-931_14,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-931_15,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-931_2,2
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-931_8,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-931_9,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-931_10,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-931_11,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-931_12,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-931_13,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-931_14,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-931_9,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_20_7_True_G002-931_0,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_20_7_True_G002-931_6,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_20_7_True_G002-931_7,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_20_7_True_G002-931_8,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_21_7_True_G002-931_3,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_21_7_True_G002-931_4,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_21_7_True_G002-931_6,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_22_7_True_G002-931_0,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_22_7_True_G002-931_3,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_22_7_True_G002-931_4,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_22_7_True_G002-931_5,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_22_7_True_G002-931_7,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_22_7_True_G002-931_8,1
3.0,G002-931,16,IGHV1-2*02_IGKV3-20*01_22_7_True_G002-931_9,1
3.0,G002-931,16,IGHV1-2*02_IGKV4-1*01_15_7_True_G002-931_0,1
3.0,G002-931,16,IGHV1-2*02_IGKV4-1*01_15_7_True_G002-931_1,1
3.0,G002-931,16,IGHV1-2*02_IGKV4-1*01_16_7_True_G002-931_0,1
3.0,G002-931,16,IGHV1-2*02_IGKV4-1*01_16_7_True_G002-931_2,1
3.0,G002-931,16,IGHV1-2*02_IGKV4-1*01_16_7_True_G002-931_3,1
3.0,G002-931,16,IGHV1-2*02_IGLV1-40*01_15_7_True_G002-931_1,1
3.0,G002-931,16,IGHV1-2*02_IGLV1-40*01_16_7_True_G002-931_0,1
3.0,G002-931,16,IGHV1-2*02_IGLV1-40*01_16_7_True_G002-931_1,1
3.0,G002-931,16,IGHV1-2*02_IGLV1-40*01_17_7_True_G002-931_0,1
3.0,G002-931,16,IGHV1-2*02_IGLV2-14*01_16_7_True_G002-931_0,1
3.0,G002-931,16,IGHV1-2*02_IGLV2-8*01_14_7_True_G002-931_0,1
3.0,G002-931,16,IGHV1-2*02_IGLV2-8*01_15_7_True_G002-931_0,1
3.0,G002-931,16,IGHV1-2*04_IGKV1-33*01_12_7_True_G002-931_0,1
3.0,G002-931,16,IGHV1-2*04_IGKV1-33*01_15_7_True_G002-931_1,1
3.0,G002-931,16,IGHV1-2*04_IGKV1-33*01_17_7_True_G002-931_0,1
3.0,G002-931,16,IGHV1-2*04_IGKV1-5*03_14_7_True_G002-931_1,1
3.0,G002-931,16,IGHV1-2*04_IGKV1-5*03_16_7_True_G002-931_0,1
3.0,G002-931,16,IGHV1-2*04_IGKV1-5*03_16_7_True_G002-931_1,1
3.0,G002-931,16,IGHV1-2*04_IGKV1-5*03_16_7_True_G002-931_2,1
3.0,G002-931,16,IGHV1-2*04_IGKV1-5*03_17_7_True_G002-931_0,1
3.0,G002-931,16,IGHV1-2*04_IGKV1-5*03_17_7_True_G002-931_1,2
3.0,G002-931,16,IGHV1-2*04_IGKV1-5*03_17_7_True_G002-931_2,1
3.0,G002-931,16,IGHV1-2*04_IGKV3-15*01_14_7_True_G002-931_1,1
3.0,G002-931,16,IGHV1-2*04_IGKV3-15*01_15_7_True_G002-931_2,1
3.0,G002-931,16,IGHV1-2*04_IGKV3-15*01_16_7_True_G002-931_0,1
3.0,G002-931,16,IGHV1-2*04_IGKV3-15*01_17_7_True_G002-931_1,1
3.0,G002-931,16,IGHV1-2*04_IGKV3-20*01_13_7_True_G002-931_1,1
3.0,G002-931,16,IGHV1-2*04_IGKV3-20*01_15_7_True_G002-931_0,1
3.0,G002-931,16,IGHV1-2*04_IGKV3-20*01_15_7_True_G002-931_1,1
3.0,G002-931,16,IGHV1-2*04_IGKV3-20*01_15_7_True_G002-931_3,1
3.0,G002-931,16,IGHV1-2*04_IGKV3-20*01_16_7_True_G002-931_2,1
3.0,G002-931,16,IGHV1-2*04_IGKV3-20*01_16_7_True_G002-931_5,1
3.0,G002-931,16,IGHV1-2*04_IGKV3-20*01_17_7_True_G002-931_0,2
3.0,G002-931,16,IGHV1-2*04_IGKV3-20*01_17_7_True_G002-931_3,1
3.0,G002-931,16,IGHV1-2*04_IGKV3-20*01_17_7_True_G002-931_4,1
3.0,G002-931,16,IGHV1-2*04_IGKV3-20*01_17_7_True_G002-931_5,1
3.0,G002-931,16,IGHV1-2*04_IGLV2-11*01_13_7_True_G002-931_0,1
3.0,G002-931,16,IGHV1-2*04_IGLV2-14*03_16_7_True_G002-931_0,1
3.0,G002-931,16,IGHV1-2*04_IGLV2-23*02_20_7_True_G002-931_0,1
3.0,G002-931,16,IGHV1-2*04_IGLV2-8*01_15_7_True_G002-931_0,1
3.0,G002-931,16,IGHV1-2*04_IGLV2-8*01_17_7_True_G002-931_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-13*02_17_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-27*01_16_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_12_7_True_G002-988_0,4
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_12_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_14_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_14_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_14_7_True_G002-988_2,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_14_7_True_G002-988_4,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-988_0,2
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-988_12,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-988_2,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-988_3,2
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-988_5,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-988_7,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-988_8,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-988_9,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-988_0,2
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-988_10,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-988_2,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-988_3,3
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-988_4,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-988_5,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-988_7,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-988_8,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-988_9,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-988_0,2
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-988_11,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-988_2,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-988_3,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-988_4,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-988_5,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-988_8,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-988_9,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_18_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_18_7_True_G002-988_11,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_18_7_True_G002-988_12,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_18_7_True_G002-988_3,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_18_7_True_G002-988_4,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_18_7_True_G002-988_5,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_18_7_True_G002-988_6,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_18_7_True_G002-988_7,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_18_7_True_G002-988_8,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_19_7_True_G002-988_0,2
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_19_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_19_7_True_G002-988_2,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_19_7_True_G002-988_3,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_19_7_True_G002-988_6,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_19_7_True_G002-988_8,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_20_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_20_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_20_7_True_G002-988_3,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_21_7_True_G002-988_0,2
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_21_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_22_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-33*01_22_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-39*01_15_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-39*01_18_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*01_13_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*01_13_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*01_13_7_True_G002-988_2,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*01_14_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*01_14_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*01_15_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*01_15_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*01_16_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*01_16_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*01_16_7_True_G002-988_2,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*01_16_7_True_G002-988_3,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*01_16_7_True_G002-988_4,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*01_16_7_True_G002-988_5,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*01_16_7_True_G002-988_6,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*01_17_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*01_17_7_True_G002-988_2,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*01_17_7_True_G002-988_4,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*01_18_7_True_G002-988_0,2
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*01_18_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*01_18_7_True_G002-988_2,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*01_18_7_True_G002-988_5,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*01_19_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*01_19_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*01_21_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*01_21_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*01_22_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*03_15_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*03_15_7_True_G002-988_1,2
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*03_15_7_True_G002-988_2,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*03_15_7_True_G002-988_3,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*03_15_7_True_G002-988_5,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*03_15_7_True_G002-988_6,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*03_16_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*03_16_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*03_16_7_True_G002-988_2,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*03_16_7_True_G002-988_3,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-988_2,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-988_4,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*03_18_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*03_19_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*03_22_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*03_25_7_True_G002-988_0,2
3.0,G002-988,16,IGHV1-2*02_IGKV1-5*03_29_7_True_G002-988_0,2
3.0,G002-988,16,IGHV1-2*02_IGKV1-9*01_19_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-15*01_14_7_True_G002-988_0,2
3.0,G002-988,16,IGHV1-2*02_IGKV3-15*01_14_7_True_G002-988_1,2
3.0,G002-988,16,IGHV1-2*02_IGKV3-15*01_15_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-15*01_15_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-15*01_16_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-15*01_16_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-15*01_17_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-15*01_19_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-15*01_19_7_True_G002-988_2,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-15*01_20_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-15*01_25_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_12_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_13_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_14_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_14_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_14_7_True_G002-988_2,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-988_0,2
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-988_2,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-988_3,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-988_5,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-988_6,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-988_7,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-988_8,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-988_1,2
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-988_10,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-988_14,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-988_16,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-988_18,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-988_2,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-988_3,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-988_4,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-988_5,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-988_6,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-988_7,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-988_8,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-988_9,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-988_10,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-988_2,2
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-988_3,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-988_4,2
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-988_5,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-988_7,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-988_2,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-988_3,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-988_2,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-988_3,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-988_4,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-988_5,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-988_6,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_20_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_20_7_True_G002-988_2,2
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_20_7_True_G002-988_4,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_20_7_True_G002-988_5,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_21_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_21_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_21_7_True_G002-988_4,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_22_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_22_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_23_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_24_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV3-20*01_27_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV3D-20*01_13_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV3D-20*01_15_7_True_G002-988_0,2
3.0,G002-988,16,IGHV1-2*02_IGKV4-1*01_16_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGKV4-1*01_16_7_True_G002-988_1,1
3.0,G002-988,16,IGHV1-2*02_IGKV4-1*01_20_7_True_G002-988_0,1
3.0,G002-988,16,IGHV1-2*02_IGLV2-14*01_14_7_True_G002-988_0,1
