pseudogroup,pubID,weeks,cluster,cluster_size
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_13_7_True_G002-230_16,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_13_7_True_G002-230_17,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_13_7_True_G002-230_19,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_13_7_True_G002-230_9,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_14_7_True_G002-230_0,2
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_14_7_True_G002-230_1,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_14_7_True_G002-230_13,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_14_7_True_G002-230_17,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_14_7_True_G002-230_18,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_14_7_True_G002-230_19,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_14_7_True_G002-230_20,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-230_0,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-230_1,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-230_19,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-230_21,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-230_23,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-230_26,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-230_27,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-230_3,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-230_31,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-230_35,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-230_36,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-230_37,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-230_8,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-230_0,3
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-230_1,2
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-230_2,3
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-230_20,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-230_21,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-230_26,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-230_28,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-230_29,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-230_3,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-230_30,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-230_32,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-230_36,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-230_39,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-230_6,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-230_7,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-230_8,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-230_0,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-230_11,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-230_12,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-230_13,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-230_14,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-230_15,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-230_16,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-230_18,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-230_20,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-230_21,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-230_23,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-230_24,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-230_25,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_18_7_True_G002-230_0,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_18_7_True_G002-230_11,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_18_7_True_G002-230_12,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_18_7_True_G002-230_14,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_18_7_True_G002-230_15,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_18_7_True_G002-230_16,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_18_7_True_G002-230_2,2
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_19_7_True_G002-230_10,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_19_7_True_G002-230_11,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_19_7_True_G002-230_3,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_19_7_True_G002-230_4,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_19_7_True_G002-230_5,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_19_7_True_G002-230_7,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_19_7_True_G002-230_8,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_19_7_True_G002-230_9,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_20_7_True_G002-230_4,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_20_7_True_G002-230_5,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_20_7_True_G002-230_6,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_21_7_True_G002-230_0,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-33*01_22_7_True_G002-230_0,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_12_7_True_G002-230_0,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_12_7_True_G002-230_1,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_13_7_True_G002-230_0,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_13_7_True_G002-230_10,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_13_7_True_G002-230_11,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_13_7_True_G002-230_4,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_13_7_True_G002-230_7,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_13_7_True_G002-230_8,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_13_7_True_G002-230_9,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_14_7_True_G002-230_10,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_14_7_True_G002-230_11,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_14_7_True_G002-230_13,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_14_7_True_G002-230_15,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_14_7_True_G002-230_16,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_14_7_True_G002-230_9,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_15_7_True_G002-230_0,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_15_7_True_G002-230_1,2
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_15_7_True_G002-230_10,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_15_7_True_G002-230_11,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_15_7_True_G002-230_13,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_15_7_True_G002-230_16,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_15_7_True_G002-230_17,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_15_7_True_G002-230_18,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_15_7_True_G002-230_2,2
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_15_7_True_G002-230_3,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_15_7_True_G002-230_5,2
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_16_7_True_G002-230_0,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_16_7_True_G002-230_10,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_16_7_True_G002-230_11,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_16_7_True_G002-230_4,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_16_7_True_G002-230_5,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_16_7_True_G002-230_7,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_16_7_True_G002-230_8,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_16_7_True_G002-230_9,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-230_0,2
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-230_1,2
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-230_10,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-230_14,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-230_15,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-230_16,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-230_18,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-230_19,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-230_20,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-230_21,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-230_22,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-230_23,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-230_24,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_17_7_True_G002-230_3,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_18_7_True_G002-230_10,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_18_7_True_G002-230_6,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_18_7_True_G002-230_8,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_19_7_True_G002-230_2,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_19_7_True_G002-230_3,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_19_7_True_G002-230_5,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_19_7_True_G002-230_6,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_20_7_True_G002-230_0,2
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_20_7_True_G002-230_5,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_20_7_True_G002-230_6,1
6.0,G002-230,24,IGHV1-2*02_IGKV1-5*03_22_7_True_G002-230_0,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-11*01_16_7_True_G002-230_0,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-15*01_13_7_True_G002-230_0,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-15*01_13_7_True_G002-230_2,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-15*01_13_7_True_G002-230_3,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-15*01_15_7_True_G002-230_10,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-15*01_15_7_True_G002-230_11,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-15*01_15_7_True_G002-230_6,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-15*01_15_7_True_G002-230_8,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-15*01_15_7_True_G002-230_9,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-15*01_16_7_True_G002-230_0,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-15*01_16_7_True_G002-230_1,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-15*01_16_7_True_G002-230_5,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-15*01_16_7_True_G002-230_8,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-15*01_16_7_True_G002-230_9,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-15*01_17_7_True_G002-230_1,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-15*01_18_7_True_G002-230_0,2
6.0,G002-230,24,IGHV1-2*02_IGKV3-15*01_18_7_True_G002-230_2,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-15*01_18_7_True_G002-230_4,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-15*01_18_7_True_G002-230_5,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-15*01_18_7_True_G002-230_6,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-15*01_19_7_True_G002-230_3,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-15*01_20_7_True_G002-230_0,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_12_7_True_G002-230_3,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_12_7_True_G002-230_4,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_12_7_True_G002-230_5,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_13_7_True_G002-230_0,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_13_7_True_G002-230_6,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_14_7_True_G002-230_4,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-230_1,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-230_14,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-230_2,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-230_22,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-230_23,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-230_27,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_15_7_True_G002-230_7,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-230_10,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-230_11,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-230_14,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-230_15,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-230_16,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-230_17,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_16_7_True_G002-230_7,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-230_0,3
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-230_1,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-230_13,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-230_14,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-230_15,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-230_16,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-230_17,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-230_18,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-230_19,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_17_7_True_G002-230_20,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-230_0,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-230_10,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-230_11,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-230_3,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-230_4,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-230_5,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-230_6,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-230_7,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_18_7_True_G002-230_9,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-230_10,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-230_11,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-230_6,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_19_7_True_G002-230_8,1
6.0,G002-230,24,IGHV1-2*02_IGKV3-20*01_21_7_True_G002-230_2,1
6.0,G002-230,24,IGHV1-2*02_IGKV3D-15*01_16_7_True_G002-230_0,3
6.0,G002-230,24,IGHV1-2*02_IGKV4-1*01_14_7_True_G002-230_2,1
6.0,G002-230,24,IGHV1-2*02_IGKV4-1*01_16_7_True_G002-230_0,1
6.0,G002-230,24,IGHV1-2*02_IGLV2-11*01_15_7_True_G002-230_0,1
6.0,G002-230,24,IGHV1-2*02_IGLV2-14*01_14_7_True_G002-230_1,1
6.0,G002-230,24,IGHV1-2*02_IGLV2-14*01_14_7_True_G002-230_2,1
6.0,G002-230,24,IGHV1-2*02_IGLV2-14*01_17_7_True_G002-230_0,1
6.0,G002-230,24,IGHV1-2*02_IGLV2-23*01_13_7_True_G002-230_1,1
6.0,G002-230,24,IGHV1-2*02_IGLV2-23*01_15_7_True_G002-230_0,2
6.0,G002-230,24,IGHV1-2*02_IGLV2-23*01_15_7_True_G002-230_1,1
6.0,G002-230,24,IGHV1-2*02_IGLV2-8*01_14_7_True_G002-230_0,1
6.0,G002-230,24,IGHV1-2*02_IGLV2-8*01_15_7_True_G002-230_1,1
6.0,G002-230,24,IGHV1-2*02_IGLV2-8*01_16_7_True_G002-230_0,1
6.0,G002-230,24,IGHV1-2*02_IGLV2-8*01_17_7_True_G002-230_0,1
6.0,G002-230,24,IGHV1-2*02_IGLV3-21*02_15_7_True_G002-230_0,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-27*01_15_7_True_G002-293_0,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-27*01_15_7_True_G002-293_1,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_13_7_True_G002-293_0,2
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_13_7_True_G002-293_10,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_13_7_True_G002-293_11,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_13_7_True_G002-293_12,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_13_7_True_G002-293_13,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_13_7_True_G002-293_14,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_13_7_True_G002-293_15,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_13_7_True_G002-293_5,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_13_7_True_G002-293_6,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_13_7_True_G002-293_7,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_13_7_True_G002-293_8,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_13_7_True_G002-293_9,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_14_7_True_G002-293_0,5
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_14_7_True_G002-293_1,3
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_14_7_True_G002-293_10,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_14_7_True_G002-293_11,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_14_7_True_G002-293_12,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_14_7_True_G002-293_13,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_14_7_True_G002-293_14,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_14_7_True_G002-293_15,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_14_7_True_G002-293_2,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_14_7_True_G002-293_4,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_14_7_True_G002-293_5,2
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_14_7_True_G002-293_6,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_14_7_True_G002-293_7,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_14_7_True_G002-293_8,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_14_7_True_G002-293_9,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_0,2
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_1,3
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_10,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_12,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_14,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_15,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_16,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_17,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_18,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_19,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_2,2
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_20,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_21,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_22,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_23,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_24,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_25,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_26,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_27,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_29,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_3,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_30,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_31,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_4,3
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_5,2
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_6,2
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_7,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_8,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_15_7_True_G002-293_9,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-293_0,3
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-293_1,4
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-293_10,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-293_11,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-293_12,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-293_14,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-293_15,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-293_16,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-293_17,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-293_18,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-293_19,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-293_2,4
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-293_20,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-293_21,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-293_22,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-293_23,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-293_24,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-293_25,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-293_26,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-293_27,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-293_3,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-293_6,2
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-293_7,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-293_8,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_16_7_True_G002-293_9,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-293_0,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-293_10,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-293_2,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-293_5,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-293_7,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-293_8,1
6.0,G002-293,24,IGHV1-2*02_IGKV1-33*01_17_7_True_G002-293_9,1
