trial,IGKV1-33,IGKV3-20,IGKV1-5,IGKV3-15,IGLV2-14,IGLV2-23,IGLV2-11,Other
G001,0.2906050955414013,0.2428343949044586,0.1998407643312102,0.10668789808917198,0.04060509554140127,0.011146496815286623,0.006369426751592357,0.10191082802547771
G002,0.30278530703804096,0.2968969062529208,0.17744649032619872,0.09580334610711282,0.02402093653612487,0.014487335264978035,0.008131601084213479,0.08042807739041032
G003,0.33699890032990104,0.300109967009897,0.14025792262321304,0.09037288813355993,0.01749475157452764,0.010796760971708487,0.005198440467859642,0.0987703688893332
