trial,IGKV1-33,IGKV3-20,IGKV1-5,IGKV3-15,IGLV2-14,IGLV2-23,IGLV2-11,Other
G001,0.01444043321299639,0.3953068592057762,0.05054151624548736,0.016245487364620937,0.061371841155234655,0.03790613718411552,0.04332129963898917,0.38086642599277976
G002,0.02109780082245664,0.4013052029322367,0.026640443411407116,0.007777579116753084,0.0243161094224924,0.06794207044519936,0.08537457536205972,0.36554621848739494
G003,0.022643152623557587,0.33311561071195295,0.027215327672545177,0.008491182233834096,0.015022860875244938,0.10276507729153059,0.07184846505551927,0.41889832353581535
