pseudogroup,IGKV1-33,IGKV3-20,IGKV1-5,IGKV3-15,IGLV2-14,IGLV2-23,IGLV2-11,Other
1.0,0.2857142857142857,0.4642857142857143,0.03571428571428571,0.10714285714285714,,,,0.10714285714285714
2.0,0.25,0.45454545454545453,0.1590909090909091,0.09090909090909091,0.022727272727272728,,,0.022727272727272728
3.0,0.3,0.3333333333333333,0.06666666666666667,0.2,,0.03333333333333333,0.03333333333333333,0.03333333333333333
4.0,0.22727272727272727,0.45454545454545453,0.09090909090909091,0.22727272727272727,,,,
5.0,0.40625,0.28125,0.09375,0.1875,,,,0.03125
6.0,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.18181818181818182,,0.045454545454545456,,0.045454545454545456
