pseudogroup,freq,is_cp
1.0,0.6818181818181818,False
1.0,1.0,True
2.0,0.684931506849315,False
2.0,0.8387096774193549,True
3.0,0.5769230769230769,False
3.0,1.0,True
4.0,0.7,False
4.0,0.9111111111111111,True
5.0,0.48148148148148145,False
5.0,0.9710144927536232,True
6.0,0.5526315789473685,False
6.0,0.9148936170212766,True
