pseudogroup,freq,is_cp
1.0,0.8409090909090909,False
1.0,0.9666666666666667,True
2.0,0.9178082191780822,False
2.0,0.8709677419354839,True
3.0,0.7692307692307693,False
3.0,1.0,True
4.0,0.8,False
4.0,0.9555555555555556,True
5.0,0.7777777777777778,False
5.0,1.0,True
6.0,0.7368421052631579,False
6.0,0.9148936170212766,True
