"","panel","comp","week","set","est","lci","uci","p.value","fdr"
"1","A","eOD vs. eOD->eOD","8 vs. 16","Random",0.394679926066782,0.125815587714751,1.23809972094433,0.110977855146558,0.221955710293115
"2","A","eOD vs. eOD->eOD","8 vs. 16","Selected",0.630227195616866,0.164639546571172,2.41245998526484,0.500244423749761,0.500244423749761
